-0.0180071	-0.023675	-0.0166182	-0.00372506	-0.0236523	-0.0231287	-0.0225599	0.917891	-0.0236532	-0.0235127	
-0.0236842	-0.0236842	0.923683	-0.020151	-0.0236842	-0.0234103	-0.0233343	-0.0236842	-0.0236842	-0.0236841	
-0.0227502	0.837917	0.0197312	-0.00175329	-0.0163556	-0.00658582	0.0111045	0.0491327	-0.0223819	-0.0208714	
0.913715	-0.0232541	-0.0211073	-0.0236632	-0.0236764	-0.0231059	-0.0157815	-0.00925451	-0.0236661	-0.0236713	
-0.0205089	-0.0178265	-0.023219	-0.0236825	0.786718	-0.0236159	-0.0150154	-0.0189001	-0.0234213	-0.0199252	
-0.0233828	0.875738	-0.0105495	0.0119057	-0.0222389	-0.0226492	-0.020318	0.0407952	-0.0141722	-0.0190078	
-0.0230037	-0.022628	-0.0236842	-0.0229117	0.907073	0.048493	-0.0185599	-0.0222888	0.010459	-0.020554	
-0.023684	-0.0213659	-0.023669	-0.0212276	-0.0236677	0.0141992	-0.0236123	-0.0236807	-0.0236838	0.923348	
-0.0230386	-0.0230662	-0.0235806	-0.0236842	-0.0207012	0.0323631	0.0492146	-0.0236601	-0.023683	-0.0217318	
-0.0229209	-0.0235552	-0.0236842	-0.0236831	-0.00673998	-0.0236842	-0.00528905	0.0402222	-0.00414252	0.900506	
0.82652	-0.0234333	-0.0147203	-0.0234981	-0.0229357	-0.0192833	-0.0229953	-0.0234396	-0.020955	-0.0236839	
-0.0217575	0.0370636	-0.015117	-0.023201	-0.0194801	-0.0236842	0.263166	-0.0236523	-0.0209097	-0.0212728	
-0.0223425	-0.0236212	-0.0236504	-0.023401	0.000432142	-0.0224206	-0.0161869	0.0234624	-0.0233069	0.783837	
0.919539	-0.0228845	-0.0227222	-0.0235843	-0.0219463	-0.0226229	-0.023594	-0.0219401	-0.0170461	-0.0235794	
-0.0236804	0.881771	-0.0196914	0.154384	-0.0236627	-0.0220715	-0.00173309	-0.0103381	-0.0150251	0.000840384	
-0.0214558	-0.0226336	-0.0236838	0.0701597	-0.0200569	0.855632	-0.0205462	-0.0231681	-0.019216	-0.0236842	
-0.0216668	-0.0236331	-0.0234053	-0.0236724	0.00119174	-0.02366	-0.00927528	0.011748	-0.0235011	0.695994	
-0.00708351	-0.0236765	-0.0150074	0.0314999	-0.0236746	-0.0236809	-0.0233447	0.923115	-0.0236823	-0.0236838	
-0.0236782	-0.0235793	-0.0236825	-0.0232909	-0.0105017	-0.0232617	-0.023591	-0.023684	-0.0236842	-0.0236842	
-0.00296966	-0.0181112	-0.0234838	-0.0152739	0.818164	0.0557535	-0.019607	-0.021212	-0.0232432	0.0268265	
-0.0193668	-0.0234178	-0.0236842	0.0229426	0.0115595	-0.0236277	-0.0236677	0.0849091	-0.0188479	0.357739	
-0.0202613	-0.023222	-0.0206981	-0.0236124	-0.0234533	0.172665	0.900363	-0.0235371	-0.0205043	-0.0195734	
-0.0236621	0.0943505	-0.0235522	-0.023684	-0.00487286	-0.0236842	0.843067	-0.0143323	-0.023636	-0.0233915	
-0.0182496	-0.0233089	-0.0228469	-0.0234579	0.129502	0.919595	0.0415253	-0.0234664	-0.0178664	-0.0205167	
-0.00762466	-0.010695	-0.0226445	-0.0104569	0.789504	0.0188671	-0.0178115	0.00685775	-0.0236667	-0.0214298	
0.923346	-0.023684	-0.0236841	-0.0236842	-0.0236775	-0.0236841	-0.0167321	-0.0236807	-0.0236681	-0.0236842	
-0.0232615	-0.0228112	-0.0230007	-0.0235234	-0.0236473	0.0134345	-0.0231862	0.923162	-0.0236569	-0.0206591	
-0.0203612	-0.0218755	-0.0235916	-0.0235518	0.876456	-0.0111203	-0.0223984	-0.0219725	-0.0235007	-0.00041983	
0.923029	-0.0235645	-0.00874486	-0.0220429	-0.0236677	-0.0232977	-0.0234898	-0.0219168	-0.0230146	-0.0236168	
-0.0236602	0.756601	-0.0227851	-0.00723208	-0.0221441	0.0367884	0.0271166	-0.0166219	0.00178309	-0.0195445	
-0.0236467	-0.0229506	-0.0236824	0.892132	-0.0236753	0.0658262	-0.0164639	0.124833	-0.0236132	-0.0201051	
-0.0236434	0.715835	-0.0232186	0.118715	-0.0212418	0.00122912	0.0213906	-0.00621254	-0.023099	-0.00971569	
-0.0236429	-0.0233658	-0.0236501	0.899899	-0.0197933	0.215624	-0.0160069	-0.0236701	-0.023204	-0.0233761	
0.0840903	-0.0236828	-0.019914	-0.0236842	0.223699	-0.0230369	0.0717429	-0.0236702	-0.0232044	-0.023679	
